province,age_group,sex,population,age_category
Catalunya,77 years,males,22919.0,retired
Catalunya,77 years,females,29487.0,retired
Catalunya,77 years,total,52406.0,retired
Catalunya,78 years,males,22968.0,retired
Catalunya,78 years,females,31339.0,retired
Catalunya,78 years,total,54307.0,retired
Catalunya,79 years,males,21420.0,retired
Catalunya,79 years,females,29453.0,retired
Catalunya,79 years,total,50873.0,retired
Catalunya,80 years,males,20215.0,retired
Catalunya,80 years,females,28433.0,retired
Catalunya,80 years,total,48648.0,retired
Catalunya,81 years,males,19490.0,retired
Catalunya,81 years,females,28588.0,retired
Catalunya,81 years,total,48078.0,retired
Catalunya,82 years,males,17985.0,retired
Catalunya,82 years,females,27453.0,retired
Catalunya,82 years,total,45438.0,retired
Catalunya,83 years,males,16070.0,retired
Catalunya,83 years,females,25625.0,retired
Catalunya,83 years,total,41695.0,retired
Catalunya,84 years,males,14729.0,retired
Catalunya,84 years,females,24725.0,retired
Catalunya,84 years,total,39454.0,retired
Catalunya,85 years,males,12681.0,retired
Catalunya,85 years,females,21612.0,retired
Catalunya,85 years,total,34293.0,retired
Catalunya,86 years,males,10946.0,retired
Catalunya,86 years,females,20120.0,retired
Catalunya,86 years,total,31066.0,retired
Catalunya,87 years,males,9311.0,retired
Catalunya,87 years,females,17881.0,retired
Catalunya,87 years,total,27192.0,retired
Catalunya,88 years,males,8006.0,retired
Catalunya,88 years,females,16617.0,retired
Catalunya,88 years,total,24623.0,retired
Catalunya,89 years,males,6541.0,retired
Catalunya,89 years,females,14054.0,retired
Catalunya,89 years,total,20595.0,retired
Catalunya,90 years,males,5376.0,retired
Catalunya,90 years,females,12250.0,retired
Catalunya,90 years,total,17626.0,retired
Catalunya,91 years,males,4241.0,retired
Catalunya,91 years,females,10020.0,retired
Catalunya,91 years,total,14261.0,retired
Catalunya,92 years,males,3298.0,retired
Catalunya,92 years,females,8619.0,retired
Catalunya,92 years,total,11917.0,retired
Catalunya,93 years,males,2395.0,retired
Catalunya,93 years,females,6491.0,retired
Catalunya,93 years,total,8886.0,retired
Catalunya,94 years,males,1661.0,retired
Catalunya,94 years,females,5064.0,retired
Catalunya,94 years,total,6725.0,retired
Catalunya,95 years,males,975.0,retired
Catalunya,95 years,females,3505.0,retired
Catalunya,95 years,total,4480.0,retired
Catalunya,96 years,males,752.0,retired
Catalunya,96 years,females,2595.0,retired
Catalunya,96 years,total,3347.0,retired
Catalunya,97 years,males,487.0,retired
Catalunya,97 years,females,1881.0,retired
Catalunya,97 years,total,2368.0,retired
Catalunya,98 years,males,322.0,retired
Catalunya,98 years,females,1297.0,retired
Catalunya,98 years,total,1619.0,retired
Catalunya,99 years,males,233.0,retired
Catalunya,99 years,females,867.0,retired
Catalunya,99 years,total,1100.0,retired
Catalunya,100 years and over,males,379.0,retired
Catalunya,100 years and over,females,1737.0,retired
Catalunya,100 years and over,total,2116.0,retired
Catalunya,total,males,3691745.0,middle
Catalunya,total,females,3816361.0,middle
Catalunya,total,total,7508106.0,middle
